Fecha,NivelCajonHP003_Percent,VelocidadMotorPU003_Percent,VelocidadPU003_rpm,PotenciaPU003_kW,NivelCajonHP010_Percent,FlujoDescargaEspumadoPU010_m3xhr,FlujoDescargaPU010_m3xhr2,VelocidadMotorPU010_Percent,VelocidadPU010_rpm,PotenciaPU010_kW,NivelCajonHP011_Percent,VelocidadMotorPU011_Percent,VelocidadPU011_rpm,PotenciaPU011_kW,NivelCajonHP015_Percent,VelocidadMotorPU015_Percent,VelocidadPU015_rpm,PotenciaPU015_kW,NivelCajonHP022_Percent,VelocidadMotorPU022_Percent,VelocidadPU022_rpm,PotenciaPU022_kW,VelocidadPU023_Percent,PotenciaPU023_kW,VelocidadPU024_Percent,PotenciaPU024_kW,NivelCajonHP031_Percent,VelocidadMotorPU031_Percent,VelocidadPU031_rpm,PotenciaPU031_kW,VelocidadPU217_Percent,PotenciaPU217_kW,NivelTK061_Percent,VelocidadPU061_Percent,VelocidadPU061_rpm,PotenciaPU061_kW,NivelTK062_Percent,VelocidadPU062_Percent,PotenciaPU062_kW,NivelTK242_Percent,VelocidadPU243_Percent,PotenciaPU243_kW,VelocidadPU244_Percent,PotenciaPU244_kW,NivelCajonHP101_Percent,VelocidadMotorPU101_Percent,VelocidadPU101_rpm,FlujoDescargaPU101_m3xhr,Densisdad6415_Kgxm3,PotenciaPU101_kW,NivelTH101_Percent,Densisdad6712_Kgxm3,VelocidadPU200_Percent,PotenciaPU200_kW,NivelTH101_Percent2,VelocidadPU205_Percent,PotenciaPU205_kW,NivelHP102_Percent,Densidad6625_Kgxm3,Densidad6601_Kgxm3,VelocidadMotorPU111_Percent,VelocidadPU111_rpm,PotenciaPU111_kW,VelocidadPU112_Percent,PotenciaPU112_kW,VelocidadPU113_Percent,PotenciaPU113_kW,NivelHP103_Percent,DensidadPU131_Kgxm3,VelocidadMotorPU131_Percent,VelocidadPU131_rpm,PotenciaPU131_kW,NivelTH002_Percent,FlujoDescargaPU071_m3xhr,DensidadPU071_Kgxm3,VelocidadMotorPU071_Percent,VelocidadPU071_rpm,PotenciaPU071_kW
2025-02-22 08:00:00,72.98072052001953,73.78880835000206,308.9906349656336,7.4311065673828125,44.69984436035156,675.7825317382812,614.3477561257101,95.00256848124897,338.16644600965924,151.75717163085938,59.846435546875,64.06993031731687,376.47852011809294,39.87858581542969,67.71116638183594,58.45454366419657,252.31319227213805,6.335885524749756,51.608428955078125,82.99560546875,359.2071936848958,30.888038635253906,42.025557555050945,6.4079742431640625,39.5987823250913,5.775717258453369,59.25204849243164,98.03235222900564,622.8060692010214,53.672847747802734,46.46474117327108,8.775717735290527,79.54483795166016,0.0,0.0,0.0,16.963653564453125,,,,,,,,69.86915588378906,95.49560546875,245.3477060918577,2956.305419921875,1335.326904296875,277.30859375,0.0,1521.6502685546875,22.90974665098736,3.932006597518921,0.0,0.0,0.0,36.507789611816406,976.27587890625,1693.8131103515625,60.08848490351952,895.318425062441,115.77571868896484,0.0,115.12141418457031,0.0,0.0,,,,,,,1671.0809326171875,1620.8675537109375,64.92004306046695,214.95747591132388,115.67471313476562
2025-02-22 09:00:00,74.02355194091797,71.06882282953279,297.6006955986686,7.4231791496276855,44.50929641723633,643.4418334960938,584.9471213600851,94.96928026540199,338.0479549222399,143.80287170410156,60.63050079345703,63.64748401754873,373.9962018608638,40.521148681640625,68.58655548095703,59.216556033824375,255.60234246439953,11.239437103271484,55.71200180053711,82.99560546875,359.2071936848958,29.478849411010742,40.96013962302548,6.760562896728516,40.100960892947,6.760562896728516,60.136802673339844,78.40502180158114,498.1123305068984,25.82042694091797,46.98307514809193,8.847933769226074,84.92784881591797,0.0,0.0,0.0,16.88165855407715,,,,,,,,71.11341857910156,95.49560546875,245.3477060918577,2901.329345703125,1414.6336669921875,274.9154052734375,0.0,1501.810546875,20.968065182743317,2.1955671310424805,0.0,0.0,0.0,32.608360290527344,976.274169921875,1742.4842529296875,61.99951171875,923.792724609375,126.04229736328125,0.0,126.82693481445312,0.0,0.0,,,,,,,1730.9539794921875,1621.482177734375,69.96007887725946,231.64559450470352,136.47885131835938
2025-02-22 10:00:00,76.75843048095703,75.25221347924364,315.11864394433275,8.3896484375,41.099700927734375,552.9384155273438,502.67128684303975,95.03331452778264,338.2758881168712,138.23193359375,60.037601470947266,66.47590667567472,390.6161727477675,43.46134567260742,73.24107360839844,64.66316502394378,279.11208550935095,11.653362274169922,84.12958526611328,82.99560546875,359.2071936848958,32.26893615722656,41.11884199287451,5.817258834838867,39.5138286936102,5.730672359466553,58.243019104003906,85.02680740773836,540.1809759151889,29.615964889526367,47.24452556389799,9.730887413024902,92.75878143310547,0.0,0.0,0.0,16.79966163635254,,,,,,,,73.9658432006836,95.49560546875,245.3477060918577,2520.379638671875,1461.4476318359375,270.1147155761719,0.0,1534.654296875,16.290755067255013,1.2297157049179077,0.0,0.0,0.0,24.394906997680664,976.2692260742188,1688.6214599609375,61.99951171875,923.792724609375,119.49874114990234,0.0,121.65335845947266,0.0,0.0,,,,,,,1617.5291748046875,1621.0430908203125,59.950244299785425,198.50192001484507,95.73067474365234
2025-02-22 11:00:00,72.97222900390625,83.30404772347796,348.835699842064,13.10757064819336,55.83359909057617,816.2526245117188,742.0478404651988,95.00652708469147,338.18053685876697,160.62376403808594,57.898460388183594,61.691525640062686,362.5028802399176,29.485149383544922,71.94002532958984,63.889221849574106,275.77143719150166,14.405940055847168,66.78716278076172,82.99560546875,359.2071936848958,30.77731704711914,40.99396096896518,6.659317493438721,39.683110258308844,5.098957061767578,60.562747955322266,99.91136057995249,634.7435345218101,56.468894958496094,46.63930771272493,8.765551567077637,99.2712631225586,0.0,0.0,0.0,16.71766471862793,,,,,,,,59.01827621459961,95.49560546875,245.3477060918577,2363.46875,1384.80810546875,255.2475128173828,0.0,1577.446044921875,20.291409603695058,2.148514986038208,0.0,0.0,0.0,38.55949783325195,976.2642822265625,1697.78466796875,47.86745287515469,713.2250478398049,66.97029876708984,0.0,69.56436157226562,0.0,0.0,,,,,,,1468.28369140625,1606.6966552734375,19.959272586994288,66.0873692324922,7.5802321434021
2025-02-22 12:00:00,69.4429931640625,62.93901733457117,263.55713508851676,3.618582010269165,43.52613830566406,513.0569458007812,466.41540527343744,86.93234191898722,309.4400665161253,89.09333038330078,66.9493408203125,77.2652346786057,454.0148719424549,95.77499389648438,72.52094268798828,63.33435241257207,273.37639875362606,14.31833267211914,63.05995178222656,79.6119972635962,344.562847143438,16.31833267211914,38.59666404934375,5.063647747039795,39.16212501315625,5.670666217803955,65.8198471069336,72.48871012588467,460.52560801042034,20.1350040435791,47.78149086686299,9.681905746459961,99.41531372070312,12.396941747290425,121.89936210566802,3.167642116546631,17.139076232910156,,,,,,,,,,,,,,0.0,1633.894775390625,74.9778102246304,80.3183364868164,0.0,0.0,0.0,20.666961669921875,976.2593383789062,976.3465576171875,35.59620512019855,530.3834562909584,26.883398056030273,0.0,26.633529663085938,0.0,0.0,,,,,,,1250.284912109375,1000.0,0.0,0.0,0.0
2025-02-22 13:00:00,69.52293395996094,64.74986605152074,271.1400640907431,4.482534885406494,47.96864318847656,555.3678588867188,504.8798717151988,86.97558843816668,309.59400468776636,96.1451644897461,63.46029281616211,57.42483712460113,337.4315781462478,27.290325164794922,71.10466766357422,61.841304891183626,266.931808432305,7.658065319061279,64.61815643310547,84.71435635918405,366.64599337205146,37.02580642700195,44.74618481644189,7.085655212402344,44.24028696202344,7.341935157775879,61.487789154052734,66.48528678956983,422.38545932658974,14.606454849243164,48.20985013918848,8.683870315551758,93.17922973632812,48.8427462053828,480.27164499877824,19.658065795898438,79.52542114257812,,,,,,,,,,,,,,0.0,1563.455810546875,74.99807049646442,79.67096710205078,0.0,0.0,0.0,,,,,,,,,,,,,,,,,743.2252807617188,1000.0,0.0,0.0,0.0
2025-02-22 14:00:00,69.29573822021484,80.2593258067573,336.0859268157962,10.61738109588623,45.67489242553711,910.9218139648438,828.1107399680398,97.9412615190391,348.62687246327624,153.3746337890625,68.04785919189453,72.44672986586501,425.70106619773077,63.1239128112793,71.4500732421875,65.9562332446137,284.6934851770506,14.875204086303711,69.28168487548828,86.08626528586566,372.5836517909675,41.374637603759766,44.27436715453117,7.7492756843566895,43.89499353459133,7.593600273132324,59.772804260253906,71.02663675486751,451.2369584127903,20.74927520751953,47.54722764269201,9.625362396240234,88.1340560913086,48.78593557984383,479.71302504595496,17.93804168701172,99.92247772216797,,,,,,,,46.17818069458008,95.49560546875,245.3477060918577,2362.548583984375,1305.2164306640625,242.38043212890625,0.0,1450.7490234375,7.29132962832476,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1383.6527099609375,1485.3233642578125,5.07425691971112,16.801428467487927,0.0
2025-02-22 15:00:00,70.06901550292969,71.14821062336381,297.93313198533593,6.473875522613525,37.2639045715332,755.751708984375,687.0470081676136,97.98102369458284,348.7684079375713,159.03900146484375,68.02947235107422,65.44339261906255,384.54906198130834,41.1453971862793,70.44080352783203,63.403869390929735,273.6764618390091,11.407800674438477,52.823246002197266,83.001708984375,359.23360986328123,28.592199325561523,46.480179031515625,8.703944206237793,44.873427749203124,8.918457984924316,59.97446823120117,72.25687674549896,459.0527550892712,22.203920364379883,48.21052412314063,8.815600395202637,88.39742279052734,48.19453693498431,473.8977910125863,21.407800674438477,78.12873077392578,,,,,,,,53.29480743408203,95.59326171875,245.59860493485075,2441.019775390625,1241.0433349609375,256.3971862792969,0.0,1589.951904296875,21.990945860743523,2.7346577644348145,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1430.86083984375,1580.5755615234375,5.052194668467541,16.72837790225919,0.0
2025-02-22 16:00:00,73.2141342163086,96.09494926165604,402.39760003318463,20.088956832885742,46.883487701416016,662.1823120117188,601.9839200106534,97.9331229863314,348.59790294460436,167.95608520507812,68.80471801757812,65.98931754497731,387.7569476023174,41.695465087890625,66.96469116210938,56.13702402767821,242.3098505130702,6.753565788269043,47.201114654541016,83.001708984375,359.23360986328123,27.565155029296875,44.723030615674155,7.869688987731934,48.54736328125,11.565155029296875,60.55099105834961,74.88642586276755,475.758455934553,23.782751083374023,48.35244700577622,9.565155029296875,89.46057891845703,48.84139118206747,480.2583210289521,18.86968994140625,42.86334228515625,,,,,,,,62.74521255493164,95.59326171875,245.59860493485075,2291.072998046875,1387.0887451171875,255.7818603515625,0.0,1645.7578125,21.98327257110692,3.2172482013702393,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1441.1361083984375,1609.938720703125,19.976102238362547,66.14309407813376,7.239060878753662
2025-02-22 17:00:00,73.04383850097656,76.90162268952461,322.0255450123843,9.830634117126465,35.62764358520508,715.7559204101562,650.6872003728693,97.83694198632034,348.2555418119807,154.74197387695312,64.39876556396484,68.89280837226246,404.81802328039294,46.64918899536133,71.09747314453125,61.78523071103711,266.68976984112055,10.129011154174805,47.97235870361328,83.001708984375,359.23360986328123,29.73387336730957,44.0854740390957,6.366937160491943,48.54736328125,10.23387336730957,58.31851577758789,88.72348277459066,563.6662009658261,34.93549346923828,48.62774871357437,9.116936683654785,88.9291763305664,48.88691824976907,480.7059895446632,17.870988845825195,33.4793815612793,,,,,,,,66.9669418334961,95.59326171875,245.59860493485075,2310.57470703125,1364.2816162109375,258.11279296875,0.0,1701.83544921875,27.444358057521224,7.012901306152344,0.0,0.0,0.0,47.783897399902344,976.2430419921875,1730.7469482421875,27.163397566192927,404.7346237362746,13.76612663269043,0.0,13.822582244873047,0.0,0.0,,,,,,,1434.3876953125,1605.6727294921875,30.009446827254255,99.36461282801963,20.46774673461914
